,v001,v002,response,v5,v9,v12,v29,v32,v33,v34,v36,v37,v105,v106,v109,v112,v113,v116,v117,v119,v120,v122,v123,v173,v174,v176,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v171.1,v172.1
512,3,38,0,,,,6.0,,,6.0,,,,,,,,,,,2.0,1.0,,1996-06-22 08:00:00,7712.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
513,7,32,0,1.0,,1.0,34.0,1.0,2.0,27.0,1.0,3.0,,,,,,,,,,,,1996-06-22 08:00:00,7712.0,177.0,Verified,452 Moderate,452.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
514,11,23,0,,,,,,,,,,,,,,,,,,1.0,,,1998-04-28 20:00:00,7037.0,310.0,Verified,276 Low,276.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
515,12,25,0,1.0,,,9.0,1.0,,7.0,,1.0,,,,,,,,5.0,,,1.0,1995-08-13 07:00:00,8027.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
516,13,32,0,1.0,,,12.0,,,10.0,,2.0,,,,,,,,1.0,,,3.0,1998-04-28 20:00:00,7040.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
517,13,31,1,,,,,,,,,,,,,,,,,,,,,1995-08-13 07:00:00,8027.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
518,14,47,0,,,,4.0,,1.0,,3.0,,1.0,,,1.0,,,,,5.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,18,61,0,2.0,,1.0,22.0,2.0,2.0,14.0,1.0,3.0,,,,,,,1.0,3.0,7.0,3.0,5.0,1995-08-13 07:00:00,8027.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
520,19,54,0,2.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,,2.0,1.0,3.0,1.0,1.0,1999-10-07 20:00:00,6510.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
521,20,25,0,,,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,,,2.0,,,1998-04-28 20:00:00,7037.0,1834.0,Verified,094 Very Low,94.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,N
522,22,34,0,2.0,1.0,1.0,4.0,,3.0,,1.0,,,,,,,,,,4.0,1.0,,1998-04-28 20:00:00,7040.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
523,4,29,0,3.0,,2.0,14.0,,5.0,,2.0,6.0,,,,,,,,,7.0,2.0,8.0,1995-08-13 07:00:00,8028.0,63.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
524,9,26,0,,,,1.0,,,1.0,,,,,,,,,,,,,,1999-05-25 08:00:00,6646.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
525,12,21,0,,,,4.0,2.0,,,,2.0,,,,,,,,2.0,1.0,1.0,,1998-04-28 20:00:00,7040.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
526,13,34,0,2.0,,2.0,27.0,8.0,1.0,11.0,2.0,5.0,6.0,3.0,9.0,1.0,1.0,2.0,,5.0,3.0,3.0,6.0,1999-12-22 19:00:00,6437.0,292.0,Verified,279 Low,279.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
527,15,24,0,2.0,,1.0,45.0,3.0,,38.0,1.0,3.0,,2.0,4.0,,1.0,3.0,,,,,1.0,1995-08-13 07:00:00,8028.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
528,19,45,0,,,,4.0,1.0,,1.0,,2.0,1.0,,,1.0,,,,,,,3.0,1998-04-28 20:00:00,7038.0,0.0,EmailInexistent,709 Review,709.0,3.0,2.0,11.0,Data Entry Review,4.0,Fraud Score 601 to 799,1.0,1.0,No,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
529,10,33,0,2.0,,2.0,14.0,3.0,4.0,,2.0,5.0,,,,,,,1.0,5.0,5.0,3.0,8.0,1998-04-28 20:00:00,7039.0,105.0,Verified,471 Moderate,471.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
530,11,30,0,,,,3.0,,,3.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,13,31,0,,,,7.0,1.0,1.0,4.0,,1.0,,,,,,,,,1.0,,1.0,1998-04-28 20:00:00,7040.0,322.0,Verified,274 Low,274.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
532,14,30,0,1.0,1.0,,14.0,2.0,1.0,9.0,,2.0,,,3.0,,,1.0,,,,,,1995-08-13 07:00:00,8029.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
533,15,35,0,,,,20.0,2.0,1.0,14.0,,3.0,,,,,,,1.0,,,,3.0,1995-08-13 07:00:00,8029.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
534,16,21,0,1.0,,1.0,16.0,3.0,5.0,,1.0,7.0,,,,,,,1.0,2.0,4.0,2.0,10.0,2007-06-09 23:41:22,3710.0,87.0,Verified,251 Low,251.0,2.0,12.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Low,4.0,510.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
535,16,39,0,,,,9.0,1.0,,7.0,,1.0,,,,,,,,3.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,17,36,0,1.0,,1.0,5.0,,1.0,,1.0,3.0,,,3.0,,,1.0,,,2.0,3.0,3.0,1999-12-22 19:00:00,6436.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
537,17,36,0,2.0,1.0,,4.0,,2.0,,,2.0,5.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,34.0,8.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,20,23,0,1.0,1.0,,16.0,5.0,3.0,3.0,,5.0,,,,,,,,5.0,12.0,,5.0,1995-08-13 07:00:00,8029.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
539,23,25,0,2.0,,1.0,4.0,,1.0,,1.0,2.0,,,,,,,,,1.0,,1.0,1995-08-13 07:00:00,8030.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
540,0,29,0,,,,5.0,2.0,,3.0,,,,,,,,,,6.0,2.0,,,1995-08-13 07:00:00,8030.0,2328.0,Verified,088 Very Low,88.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,Y
541,0,35,0,3.0,,2.0,6.0,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,7,70,0,1.0,,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,1.0,,2.0,1.0,2003-01-17 19:00:00,5315.0,1957.0,Verified,093 Very Low,93.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
543,9,52,0,,,,2.0,2.0,,,,,1.0,,,1.0,,,,1.0,2.0,1.0,3.0,1995-08-13 07:00:00,8030.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,Y
544,10,29,0,3.0,2.0,,4.0,,3.0,,,,4.0,2.0,5.0,1.0,1.0,4.0,1.0,,2.0,,,1999-05-25 08:00:00,6648.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
545,11,29,0,1.0,,1.0,22.0,5.0,,12.0,1.0,4.0,,,,,,,,2.0,,,1.0,1999-12-22 19:00:00,6437.0,331.0,Verified,272 Low,272.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
546,11,29,0,,,,,,,,,,,,,,,,,,4.0,2.0,,1999-12-22 19:00:00,6437.0,20.0,Verified,494 Moderate,494.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
547,12,39,0,1.0,1.0,,35.0,5.0,3.0,23.0,,4.0,,,,,,,,2.0,1.0,,1.0,1999-05-25 08:00:00,6648.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
548,12,23,0,,,,14.0,3.0,,4.0,,7.0,,8.0,20.0,,2.0,3.0,,,,,9.0,,,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
550,13,28,0,1.0,1.0,,10.0,3.0,1.0,4.0,,2.0,2.0,,,1.0,,,,,3.0,,5.0,1999-10-07 20:00:00,6513.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
551,14,38,0,2.0,,2.0,3.0,,1.0,,2.0,,,,3.0,,,1.0,,,,,,,,0.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
552,14,23,0,4.0,1.0,1.0,15.0,2.0,4.0,6.0,1.0,1.0,,,,,,,,,3.0,,1.0,1995-08-13 07:00:00,8030.0,192.0,Verified,247 Low,247.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
553,16,37,0,1.0,,1.0,5.0,1.0,,,1.0,3.0,,,,,,,,1.0,,1.0,4.0,1995-08-13 07:00:00,8030.0,2214.0,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
554,17,25,0,1.0,,,7.0,1.0,2.0,,1.0,2.0,,,,,,,1.0,1.0,,,5.0,2003-01-17 19:00:00,5315.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
555,17,29,0,,,,8.0,1.0,,6.0,1.0,,,,,,,,1.0,,,1.0,2.0,1995-08-13 07:00:00,8031.0,57.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
556,17,41,0,,,,5.0,4.0,,,,1.0,,,,,,,1.0,9.0,,,1.0,1998-04-28 20:00:00,7040.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
557,17,26,0,1.0,,,5.0,,2.0,,,3.0,,,,,,,,,1.0,,4.0,1999-12-22 19:00:00,6437.0,59.0,Verified,484 Moderate,484.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
558,18,49,0,1.0,,,22.0,1.0,,19.0,,2.0,1.0,,3.0,1.0,,2.0,,6.0,2.0,,2.0,2003-01-17 19:00:00,5315.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
559,18,32,0,,,,4.0,,,,,4.0,,,,,,,,,,,4.0,1998-04-28 20:00:00,7040.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
560,18,28,0,1.0,1.0,,20.0,,1.0,19.0,,,9.0,4.0,10.0,3.0,1.0,2.0,,1.0,3.0,,,1999-12-22 19:00:00,6437.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
561,18,42,0,2.0,,,63.0,7.0,,48.0,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,,12.0,1999-12-22 19:00:00,6437.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
562,19,65,0,3.0,1.0,,11.0,,4.0,,,6.0,,,,,,,,,,,14.0,1995-08-13 07:00:00,8030.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
563,19,34,0,,,,5.0,,,5.0,,,,,,,,,,,,,,1996-06-22 08:00:00,7715.0,1920.0,Verified,093 Very Low,93.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
564,19,69,0,,,,4.0,,,1.0,,3.0,,,,,,,,,1.0,,3.0,1999-12-22 19:00:00,6437.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
565,23,30,0,1.0,1.0,,4.0,,1.0,,,3.0,,,,,,,,,2.0,,2.0,1999-10-07 20:00:00,6514.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
566,0,40,0,3.0,,2.0,14.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,,1998-04-28 20:00:00,7042.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
567,10,27,0,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,8.0,5.0,,1999-12-22 19:00:00,6438.0,59.0,Verified,484 Moderate,484.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
568,10,72,1,1.0,,1.0,3.0,,,,2.0,1.0,,,,,,,,,1.0,2.0,8.0,1999-12-22 19:00:00,6438.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
569,11,28,0,2.0,,2.0,8.0,,3.0,,2.0,3.0,,,,,,,,,2.0,2.0,19.0,1999-12-22 19:00:00,6438.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
570,11,33,0,2.0,,2.0,10.0,2.0,2.0,1.0,2.0,3.0,,,,,,,,2.0,1.0,,3.0,1995-08-13 07:00:00,8031.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
571,11,34,0,,,,26.0,1.0,,23.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1998-04-28 20:00:00,7041.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
572,12,35,0,3.0,,1.0,5.0,,1.0,2.0,1.0,,,5.0,,,2.0,,,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,12,31,0,2.0,1.0,1.0,5.0,,1.0,,1.0,3.0,,1.0,,,1.0,,1.0,,2.0,,5.0,1995-08-13 07:00:00,8031.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
574,12,22,0,2.0,1.0,1.0,12.0,1.0,2.0,,1.0,8.0,,,,,,,3.0,6.0,65.0,10.0,28.0,1995-08-13 07:00:00,8032.0,153.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
575,13,61,0,,,,,,,,,,2.0,,4.0,1.0,,1.0,1.0,,,,2.0,1999-10-07 20:00:00,6514.0,103.0,Verified,472 Moderate,472.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
576,13,46,0,2.0,1.0,1.0,10.0,,2.0,2.0,1.0,5.0,15.0,7.0,13.0,3.0,1.0,2.0,,,1.0,3.0,4.0,1998-04-28 20:00:00,7041.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
577,14,21,0,2.0,1.0,1.0,34.0,9.0,2.0,18.0,1.0,4.0,,1.0,2.0,,1.0,1.0,,7.0,4.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,14,45,0,,,,4.0,,,,,4.0,,,,,,,1.0,,,,6.0,1996-06-22 08:00:00,7717.0,92.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
579,14,29,0,,,,20.0,,,19.0,1.0,,4.0,3.0,8.0,3.0,2.0,3.0,,,,1.0,,2004-06-09 18:35:03,4808.0,0.0,Verified,275 Low,275.0,2.0,12.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Low,4.0,510.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
580,15,25,0,1.0,,,26.0,,,25.0,,,12.0,2.0,18.0,1.0,1.0,1.0,5.0,4.0,,3.0,1.0,1998-04-28 20:00:00,7041.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
581,15,28,0,,,,16.0,5.0,2.0,6.0,,3.0,18.0,1.0,6.0,2.0,1.0,2.0,,1.0,1.0,,,1998-04-28 20:00:00,7041.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
582,16,27,0,3.0,2.0,1.0,11.0,,3.0,,1.0,7.0,3.0,,3.0,2.0,,2.0,2.0,,7.0,5.0,29.0,1995-08-13 07:00:00,8031.0,103.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
583,16,68,0,,,,5.0,,2.0,2.0,,1.0,7.0,4.0,1.0,1.0,1.0,1.0,,,3.0,,2.0,1999-12-22 19:00:00,6438.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
584,17,43,0,,,,7.0,2.0,1.0,3.0,,1.0,2.0,,3.0,1.0,,1.0,,5.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
